"c1" "c2" "c3" "c4" "t1" "t2" "t3" "t4"
"5622" 23 26 19 25 35 32 39 23
"5623" 26 12 9 18 57 58 92 59
"5624" 27 45 27 47 183 160 112 125
"5625" 34 47 17 42 45 45 31 45
"5626" 4 4 4 4 2 2 1 6
"5627" 6 4 4 1 7 13 8 6
"5628" 44 42 48 47 47 48 64 56
"5629" 0 0 0 0 0 0 0 0
"5630" 9 16 4 9 9 8 13 8
"5631" 5 6 11 3 10 8 22 21
"5632" 0 0 0 0 0 0 0 0
"5633" 0 3 0 0 1 2 1 0
"5634" 1 0 2 4 2 1 2 2
"5635" 0 0 0 0 0 0 0 0
"5636" 25 33 25 22 34 38 22 47
"5637" 103 130 101 139 116 120 130 165
"5638" 24 36 21 20 52 25 37 24
"5639" 2 1 6 4 4 2 0 2
"5640" 7 16 13 12 9 12 22 19
"5641" 0 0 0 0 0 0 0 0
"5642" 3 2 2 1 2 2 3 4
"5643" 0 0 0 0 0 0 0 0
"5644" 0 0 0 0 0 0 0 0
"5645" 3 9 2 9 18 16 9 8
"5646" 6 9 5 5 10 13 7 18
"5647" 5 3 3 6 6 4 7 8
"5648" 7 11 9 20 12 17 15 7
"5649" 0 0 0 0 0 0 0 0
"5650" 33 17 29 23 31 26 35 27
"5651" 12 11 18 14 16 14 10 17
"5652" 2 7 3 1 4 4 5 1
"5653" 6 6 18 11 10 17 16 17
"5654" 3 3 0 3 4 3 5 4
"5655" 6 3 3 5 6 7 2 6
"5656" 21 32 21 20 45 36 24 25
"5657" 4 20 6 16 18 16 7 18
"5658" 11 12 8 9 17 8 14 13
"5659" 3 9 8 9 12 5 5 5
"5660" 13 11 13 8 19 13 14 24
"5661" 10 15 7 19 19 18 20 8
"5662" 5 5 6 6 6 7 2 7
"5663" 6 3 1 3 5 8 5 9
"5664" 5 3 1 1 0 3 2 8
"5665" 0 0 0 0 0 0 0 0
"5666" 5 4 3 8 12 9 12 15
"5667" 45 47 49 47 74 56 48 39
"5668" 13 15 9 15 24 5 10 17
"5669" 13 8 13 18 29 33 22 25
"5670" 30 21 21 22 25 22 22 24
"5671" 13 16 19 16 22 19 17 34
"5672" 0 0 0 0 0 0 0 0
"5673" 12 11 22 15 15 13 13 17
"5674" 0 0 0 0 0 0 0 0
"5675" 0 0 0 0 0 0 0 0
"5676" 0 0 0 0 0 0 0 0
"5677" 7 4 4 4 9 4 8 3
"5678" 4 6 7 8 2 8 10 4
"5679" 2 6 0 3 7 3 7 3
"5680" 5 3 5 3 7 10 9 3
"5681" 0 0 0 0 0 0 0 0
"5682" 4 1 2 1 2 3 4 4
"5683" 9 1 2 4 5 3 8 4
"5684" 2 5 5 1 2 6 2 3
"5685" 0 0 0 0 0 0 0 0
"5686" 12 4 5 6 9 13 8 9
"5687" 0 0 0 0 0 0 0 0
"5688" 0 0 0 0 0 0 0 0
"5689" 0 0 0 0 0 0 0 0
"5690" 5 13 8 9 12 7 14 10
"5691" 1 3 5 3 5 2 7 2
"5692" 31 46 17 55 49 50 35 28
"5693" 7 26 18 16 26 17 24 15
"5694" 26 28 14 38 28 26 37 47
"5695" 2 4 2 3 3 7 1 1
"5696" 22 22 22 35 21 37 25 30
"5697" 0 0 0 0 0 0 0 0
"5698" 0 0 0 0 0 0 0 0
"5699" 0 0 0 0 0 0 0 0
"5700" 0 0 0 0 0 0 0 0
"5701" 0 0 0 0 0 0 0 0
"5702" 0 0 0 0 0 0 0 0
"5703" 5 5 9 7 6 14 5 10
"5704" 9 10 9 17 20 12 12 13
"5705" 5 6 2 6 14 8 5 1
"5706" 34 72 56 58 117 125 119 126
"5707" 13 20 12 11 10 21 20 18
"5708" 0 0 0 0 0 0 0 0
"5709" 1 1 2 1 4 1 0 1
"5710" 0 0 0 0 0 0 0 0
"5711" 0 0 0 0 0 0 0 0
"5712" 5 7 4 6 11 4 2 4
"5713" 2 5 5 7 5 8 5 6
"5714" 1 3 4 7 10 9 10 3
"5715" 10 6 7 5 9 8 16 13
"5716" 15 9 10 31 21 25 28 41
"5717" 0 0 0 0 0 0 0 0
"5718" 0 0 0 0 0 0 0 0
"5719" 5 6 3 3 3 9 4 3
"5720" 18 36 31 44 39 29 43 56
"5721" 93 89 76 112 65 111 112 144
"5722" 0 0 0 0 0 0 0 0
"5723" 4 4 0 1 5 3 2 0
"5724" 5 6 8 4 14 9 9 11
"5725" 53 57 53 49 65 70 66 71
"5726" 9 20 29 29 12 16 19 13
"5727" 2 5 2 0 3 4 1 4
"5728" 8 5 6 13 13 22 15 10
"5729" 31 57 45 55 52 46 36 28
"5730" 37 27 49 62 87 52 34 68
"5731" 7 5 6 10 7 7 9 5
"5732" 22 17 17 20 34 25 14 12
"5733" 10 20 8 13 12 6 9 6
"5734" 92 89 40 43 73 76 53 84
"5735" 0 0 0 0 0 0 0 0
"5736" 10 12 10 11 24 16 17 25
"5737" 8 9 3 1 8 6 5 6
"5738" 12 8 5 9 12 21 10 10
"5739" 14 18 15 12 35 30 20 26
"5740" 9 9 3 4 11 13 8 10
"5741" 18 21 15 10 20 20 21 19
"5742" 1 2 1 2 9 4 2 4
"5743" 4 1 1 8 6 1 7 5
"5744" 0 0 0 0 0 0 0 0
"5745" 62 75 65 66 66 98 94 99
"5746" 17 13 10 13 7 5 3 2
"5747" 0 0 0 0 0 0 0 0
"5748" 12 10 10 18 14 8 11 14
"5749" 6 5 3 7 8 9 10 11
"5750" 0 0 0 0 0 0 0 0
"5751" 99 97 65 76 77 83 127 86
"5752" 5 8 5 11 22 19 16 30
"5753" 0 0 0 0 0 0 0 0
"5754" 0 0 0 0 0 0 0 0
"5755" 4 10 8 10 9 11 13 9
"5756" 28 33 25 37 29 34 29 39
"5757" 13 19 12 21 25 19 13 17
"5758" 2 2 2 5 4 1 5 7
"5759" 3 7 3 9 2 8 6 7
"5760" 11 11 16 15 18 12 13 15
"5761" 6 5 8 8 10 4 8 5
"5762" 2 3 3 2 1 4 1 0
"5763" 0 0 0 0 0 0 0 0
"5764" 0 0 0 0 0 0 0 0
"5765" 16 13 10 14 13 29 21 10
"5766" 12 27 23 13 22 44 23 24
"5767" 53 72 62 85 72 43 42 72
"5768" 16 13 10 8 14 14 17 14
"5769" 23 14 23 46 15 40 25 29
"5770" 1 8 6 18 17 13 13 16
"5771" 23 21 16 35 41 21 37 31
"5772" 35 45 50 76 83 72 74 118
"5773" 52 52 59 62 68 102 92 88
"5774" 13 27 17 20 35 17 28 26
"5775" 4 3 4 1 6 9 5 3
"5776" 0 0 2 3 3 4 3 0
"5777" 2 1 4 3 5 5 2 3
"5778" 0 0 0 0 0 0 0 0
"5779" 9 19 21 25 16 10 15 17
"5780" 3 5 4 8 6 12 9 3
"5781" 6 3 3 0 2 8 2 4
"5782" 0 0 0 0 0 0 0 0
"5783" 0 0 0 0 0 0 0 0
"5784" 21 36 23 27 19 30 63 26
"5785" 8 5 4 5 11 7 16 3
"5786" 5 0 3 3 4 2 1 3
"5787" 20 29 18 24 28 32 32 24
"5788" 0 0 0 0 0 0 0 0
"5789" 0 0 0 0 0 0 0 0
"5790" 4 2 2 2 3 1 2 5
"5791" 0 0 0 0 0 0 0 0
"5792" 0 0 0 0 0 0 0 0
"5793" 23 50 44 51 56 67 27 77
"5794" 0 0 0 0 0 0 0 0
"5795" 0 0 0 0 0 0 0 0
"5796" 7 5 11 7 7 7 6 8
"5797" 19 20 9 20 24 23 14 19
"5798" 3 7 1 7 4 1 3 8
"5799" 0 0 0 0 0 0 0 0
"5800" 16 15 23 35 32 18 21 19
"5801" 0 0 0 0 0 0 0 0
"5802" 8 3 6 3 5 6 13 8
"5803" 21 22 33 26 43 36 32 16
"5804" 0 0 0 0 0 0 0 0
"5805" 5 6 5 12 5 8 13 3
"5806" 15 16 7 14 4 6 7 7
"5807" 14 13 15 25 9 22 28 23
"5808" 0 0 0 0 0 0 0 0
"5809" 4 3 2 4 6 3 3 5
"5810" 5 3 2 2 5 6 3 5
"5811" 37 48 44 31 65 56 71 67
"5812" 3 2 2 3 4 4 0 7
"5813" 7 21 17 19 17 20 22 18
"5814" 0 0 0 0 0 0 0 0
"5815" 47 45 25 51 44 85 60 62
"5816" 3 3 4 6 4 8 9 5
"5817" 21 13 20 9 18 22 22 20
"5818" 0 0 0 0 0 0 0 0
"5819" 0 0 0 0 0 0 0 0
"5820" 74 210 129 139 141 154 172 139
"5821" 0 0 0 0 0 0 0 0
"5822" 4 9 8 6 6 6 12 3
"5823" 0 0 1 0 3 1 3 1
"5824" 24 40 33 53 65 40 28 76
"5825" 9 20 17 23 36 11 26 27
"5826" 8 2 1 4 2 7 10 6
"5827" 18 19 14 10 36 15 18 24
"5828" 26 27 12 30 17 8 13 19
"5829" 0 0 0 0 0 0 0 0
"5830" 10 21 11 10 66 48 66 54
"5831" 0 0 0 0 0 0 0 0
"5832" 35 39 35 29 46 42 46 42
"5833" 39 34 20 29 29 45 18 38
"5834" 4 5 10 6 6 5 5 8
"5835" 7 12 15 17 20 30 13 16
"5836" 42 34 26 49 71 56 26 72
"5837" 22 76 30 59 36 65 50 61
"5838" 7 15 20 25 20 22 23 23
"5839" 80 92 43 98 103 88 106 84
"5840" 20 23 16 17 82 45 46 45
"5841" 27 9 28 21 20 35 29 32
"5842" 0 1 2 3 0 2 5 7
"5843" 11 12 8 16 16 19 12 20
"5844" 13 15 13 21 18 9 21 21
"5845" 13 26 16 29 25 46 25 34
"5846" 4 8 8 8 7 12 5 9
"5847" 25 21 19 26 24 24 23 31
"5848" 3 0 3 9 8 7 5 4
"5849" 8 7 5 6 3 15 9 6
"5850" 10 12 5 8 12 11 5 3
"5851" 13 12 19 24 21 20 36 13
"5852" 37 40 35 58 27 60 43 40
"5853" 0 0 0 0 0 0 0 0
"5854" 0 0 0 0 0 0 0 0
"5855" 5 10 7 10 9 13 7 14
"5856" 13 6 14 16 14 19 20 19
"5857" 36 28 20 31 45 44 47 18
"5858" 0 0 0 0 0 0 0 0
"5859" 41 36 33 44 58 42 46 48
"5860" 11 13 12 10 18 6 14 19
"5861" 9 9 7 14 13 17 13 18
"5862" 0 0 0 0 0 0 0 0
"5863" 0 0 0 0 0 0 0 0
"5864" 19 27 14 29 9 19 29 23
"5865" 4 4 3 5 6 4 7 3
"5866" 3 3 3 6 7 11 6 7
"5867" 0 0 0 0 0 0 0 0
"5868" 0 0 0 0 0 0 0 0
"5869" 10 6 1 11 14 8 11 5
"5870" 19 15 10 27 22 22 22 26
"5871" 9 14 6 8 12 23 6 7
"5872" 5 3 0 10 10 1 3 7
"5873" 0 0 0 0 0 0 0 0
"5874" 0 0 0 0 0 0 0 0
"5875" 1 1 1 2 7 2 9 3
"5876" 3 3 1 2 1 4 0 2
"5877" 0 0 0 0 0 0 0 0
"5878" 0 0 0 0 0 0 0 0
"5879" 0 0 0 0 0 0 0 0
"5880" 12 16 10 12 12 29 15 19
"5881" 56 55 49 64 110 94 71 78
"5882" 8 8 4 8 11 14 13 13
"5883" 8 5 2 5 10 16 11 14
"5884" 39 30 18 38 105 111 202 132
"5885" 0 0 0 0 0 0 0 0
"5886" 58 71 64 54 62 97 67 65
"5887" 4 8 19 7 23 7 15 23
"5888" 35 31 20 50 58 47 34 31
"5889" 4 5 4 6 5 3 7 6
"5890" 0 0 0 0 0 0 0 0
"5891" 5 10 9 6 4 11 12 12
"5892" 79 79 119 115 166 199 143 89
"5893" 52 27 36 51 35 41 25 56
"5894" 14 16 12 16 21 20 20 11
"5895" 0 0 0 0 0 0 0 0
"5896" 11 8 5 21 13 22 8 14
"5897" 5 8 8 7 9 8 4 5
"5898" 6 8 11 7 14 11 9 7
"5899" 0 0 0 0 0 0 0 0
"5900" 4 0 8 3 5 8 5 2
"5901" 0 0 0 0 0 0 0 0
"5902" 11 23 29 43 125 158 175 142
"5903" 2 6 3 5 3 3 9 2
"5904" 1 1 1 4 3 4 2 0
"5905" 15 7 18 9 22 17 19 15
"5906" 9 6 6 6 15 7 5 11
"5907" 41 51 38 41 16 21 14 13
"5908" 17 33 22 27 57 50 41 41
"5909" 5 19 3 9 11 4 10 3
"5910" 27 55 30 34 31 49 56 31
"5911" 30 29 20 34 24 35 28 36
"5912" 0 0 0 0 0 0 0 0
"5913" 3 7 6 8 7 8 9 3
"5914" 0 0 0 0 0 0 0 0
"5915" 6 21 13 17 4 2 3 5
"5916" 5 3 3 6 10 3 4 7
"5917" 53 58 55 59 59 59 58 51
"5918" 5 7 2 7 7 5 6 10
"5919" 6 14 14 13 10 6 9 16
"5920" 6 2 3 3 5 3 4 4
"5921" 0 1 2 0 1 0 0 1
"5922" 27 36 22 43 30 38 34 37
"5923" 0 0 0 0 0 0 0 0
"5924" 8 10 13 16 1 3 2 2
"5925" 0 0 0 0 0 0 0 0
"5926" 10 17 12 25 19 37 20 22
"5927" 34 37 21 25 59 59 28 53
"5928" 22 20 11 19 21 15 18 19
"5929" 3 10 4 2 6 3 8 8
"5930" 6 7 2 14 3 13 6 9
"5931" 0 0 0 0 0 0 0 0
"5932" 3 0 2 0 4 3 3 2
"5933" 27 40 36 41 43 38 41 58
"5934" 4 9 8 5 8 4 7 5
"5935" 7 5 4 2 5 3 4 2
"5936" 0 0 0 0 0 0 0 0
"5937" 0 0 0 0 0 0 0 0
"5938" 0 0 0 0 0 0 0 0
"5939" 40 29 36 33 28 46 53 70
"5940" 12 14 8 7 4 16 15 14
"5941" 14 8 7 13 26 8 18 27
"5942" 17 36 9 31 49 34 55 33
"5943" 6 8 5 9 5 0 4 2
"5944" 11 10 18 24 38 16 22 18
"5945" 0 0 0 0 0 0 0 0
"5946" 14 12 12 20 14 16 25 24
"5947" 0 0 0 0 0 0 0 0
"5948" 0 6 8 9 6 13 4 10
"5949" 66 74 30 84 74 80 59 68
"5950" 41 55 37 65 45 104 64 53
"5951" 22 19 35 16 29 20 29 26
"5952" 0 0 0 0 0 0 0 0
"5953" 138 181 119 144 135 234 159 141
"5954" 2 1 1 3 1 2 1 1
"5955" 8 8 8 11 12 22 13 12
"5956" 0 0 0 0 0 0 0 0
"5957" 25 14 11 22 29 31 40 30
"5958" 12 26 19 25 31 32 36 39
"5959" 0 0 0 0 0 0 0 0
"5960" 0 0 0 0 0 0 0 0
"5961" 51 57 40 78 73 101 87 99
"5962" 1 2 1 4 6 1 1 2
"5963" 13 28 17 40 43 37 22 20
"5964" 98 102 94 77 159 187 150 138
"5965" 0 0 0 0 0 0 0 0
"5966" 0 0 0 0 0 0 0 0
"5967" 1 2 0 2 2 1 0 3
"5968" 10 19 24 18 24 18 20 11
"5969" 1 6 6 2 7 3 8 6
"5970" 2 1 2 0 1 1 1 1
"5971" 3 11 8 5 5 6 8 9
"5972" 12 19 14 10 14 13 18 32
"5973" 0 0 0 0 0 0 0 0
"5974" 10 9 10 11 11 14 17 12
"5975" 0 0 0 0 0 0 0 0
"5976" 18 13 14 19 24 17 35 25
"5977" 0 0 0 0 0 0 0 0
"5978" 21 18 11 18 34 25 21 23
"5979" 3 6 10 5 10 19 15 13
"5980" 12 6 11 15 9 16 9 9
"5981" 21 32 26 38 30 24 34 49
"5982" 6 4 6 12 12 6 4 9
"5983" 17 22 21 42 15 44 23 17
"5984" 0 0 0 0 0 0 0 0
"5985" 4 5 5 6 5 9 15 6
"5986" 0 0 0 0 0 0 0 0
"5987" 0 0 0 0 0 0 0 0
"5988" 8 11 5 14 11 19 15 11
"5989" 10 14 17 5 22 19 16 14
"5990" 0 0 0 0 0 0 0 0
"5991" 0 0 0 0 0 0 0 0
"5992" 3 3 3 4 1 3 7 3
"5993" 4 13 6 16 7 23 8 7
"5994" 0 0 0 0 0 0 0 0
"5995" 15 18 28 11 31 14 16 14
"5996" 7 6 12 5 14 14 12 15
"5997" 0 0 0 0 0 0 0 0
"5998" 7 10 11 15 10 11 12 19
"5999" 0 1 1 4 25 28 18 9
"6000" 4 3 0 1 4 3 2 2
"6001" 6 10 5 8 14 5 9 16
"6002" 0 0 0 0 0 0 0 0
"6003" 28 46 15 41 41 35 42 23
"6004" 9 7 10 12 10 15 10 19
"6005" 17 30 13 24 33 27 17 42
"6006" 4 7 3 6 8 13 11 10
"6007" 9 19 7 11 20 21 10 17
"6008" 7 3 2 1 3 4 2 1
"6009" 0 0 0 0 0 0 0 0
"6010" 14 18 14 31 24 28 11 13
"6011" 24 28 17 23 30 42 26 27
"6012" 22 41 18 40 47 21 31 36
"6013" 16 25 10 9 24 26 18 23
"6014" 2 0 3 0 3 4 3 2
"6015" 18 10 8 27 31 17 16 13
"6016" 13 25 13 15 14 13 15 27
"6017" 0 0 0 0 0 0 0 0
"6018" 86 80 68 119 109 85 129 86
"6019" 55 38 33 58 53 57 80 68
"6020" 0 0 0 0 0 0 0 0
"6021" 20 14 12 20 13 19 10 12
"6022" 35 40 34 32 49 40 58 32
"6023" 26 53 22 35 49 39 34 27
"6024" 9 22 7 21 18 17 8 11
"6025" 9 9 9 13 19 29 8 20
"6026" 0 0 0 0 0 0 0 0
"6027" 23 30 23 33 35 35 41 39
"6028" 6 12 7 7 6 4 9 7
"6029" 1 5 0 1 8 1 1 9
"6030" 0 0 0 0 0 0 0 0
"6031" 7 9 11 10 10 16 6 17
"6032" 42 30 27 16 12 8 14 9
"6033" 0 0 0 0 0 0 0 0
"6034" 5 1 6 10 7 11 10 10
"6035" 0 0 0 0 0 0 0 0
"6036" 1 1 1 2 2 1 0 1
"6037" 0 0 0 0 0 0 0 0
"6038" 17 29 15 16 32 24 26 23
"6039" 0 0 0 0 0 0 0 0
"6040" 0 0 0 0 0 0 0 0
"6041" 21 37 23 28 46 25 25 26
"6042" 6 9 11 9 14 8 14 3
"6043" 8 9 11 10 9 17 18 24
"6044" 14 18 29 25 24 28 32 18
"6045" 58 60 45 42 83 102 54 57
"6046" 6 10 5 22 10 14 5 21
"6047" 6 20 7 14 12 13 15 8
"6048" 0 0 0 0 0 0 0 0
"6049" 31 51 21 48 30 34 33 37
"6050" 10 8 8 9 21 17 14 8
"6051" 3 3 3 1 7 5 7 3
"6052" 0 0 0 0 0 0 0 0
"6053" 0 0 0 0 0 0 0 0
"6054" 25 21 15 36 22 24 25 23
"6055" 13 21 14 20 48 26 25 25
"6056" 2 2 2 2 5 2 2 0
"6057" 43 23 22 29 18 36 34 29
"6058" 3 7 2 4 4 6 5 1
"6059" 0 0 0 0 0 0 0 0
"6060" 6 6 2 3 4 3 2 3
"6061" 22 41 25 41 35 45 45 44
"6062" 5 7 12 6 17 9 10 18
"6063" 12 22 8 13 26 17 12 36
"6064" 35 69 53 54 44 53 50 50
"6065" 1 1 2 0 0 0 0 0
"6066" 0 0 0 0 0 0 0 0
"6067" 11 6 3 6 20 9 6 4
"6068" 0 0 0 0 0 0 0 0
"6069" 3 12 5 9 17 7 4 5
"6070" 3 17 9 12 8 14 18 10
"6071" 15 15 12 15 22 16 18 15
"6072" 32 52 26 42 56 67 46 58
"6073" 0 0 0 0 0 0 0 0
"6074" 56 68 85 115 118 97 93 99
"6075" 17 13 7 10 15 10 15 7
"6076" 25 30 9 14 24 32 34 25
"6077" 15 19 26 37 26 45 26 27
"6078" 0 0 0 0 0 0 0 0
"6079" 0 0 0 0 0 0 0 0
"6080" 4 6 9 0 6 6 8 7
"6081" 6 13 5 7 8 12 5 16
"6082" 9 7 5 9 8 18 13 7
"6083" 0 0 0 0 0 0 0 0
"6084" 0 0 0 0 0 0 0 0
"6085" 0 0 0 0 0 0 0 0
"6086" 0 0 0 0 0 0 0 0
"6087" 14 12 10 7 11 26 6 13
"6088" 9 17 12 12 17 21 8 15
"6089" 84 58 81 60 101 125 128 84
"6090" 69 111 56 88 98 92 100 100
"6091" 0 0 0 0 0 0 0 0
"6092" 3 1 1 0 1 0 0 0
"6093" 8 10 5 21 18 11 22 17
"6094" 22 18 14 16 19 18 21 49
"6095" 98 110 101 88 130 124 111 139
"6096" 3 4 2 4 6 7 6 6
"6097" 4 4 1 0 0 0 3 2
"6098" 9 10 8 14 17 13 26 5
"6099" 2 4 2 0 2 3 3 5
"6100" 3 12 7 11 14 6 5 9
"6101" 6 6 2 5 2 4 2 6
"6102" 4 2 1 2 1 0 1 1
"6103" 9 12 8 8 14 14 7 8
"6104" 10 13 6 14 11 17 14 5
"6105" 2 5 4 7 8 5 9 11
"6106" 2 1 0 6 2 4 1 2
"6107" 0 0 0 0 0 0 0 0
"6108" 0 0 0 0 0 0 0 0
"6109" 0 0 0 0 0 0 0 0
"6110" 0 0 0 0 0 0 0 0
"6111" 4 8 8 9 12 7 3 13
"6112" 9 14 3 12 7 17 10 12
"6113" 0 0 0 0 0 0 0 0
"6114" 43 42 39 35 289 243 210 212
"6115" 0 0 0 0 0 0 0 0
"6116" 3 7 3 6 8 7 3 8
"6117" 2 5 7 5 6 6 4 11
"6118" 3 6 4 5 23 23 28 26
"6119" 0 0 0 0 0 0 0 0
"6120" 0 0 0 0 0 0 0 0
"6121" 11 20 14 23 16 18 19 27
"6122" 45 82 37 88 116 80 95 65
"6123" 7 19 10 9 23 21 21 17
"6124" 1 0 0 2 3 1 1 3
"6125" 102 74 90 75 202 134 98 201
"6126" 0 0 0 0 0 0 0 0
"6127" 22 19 16 29 21 30 9 27
"6128" 6 9 11 19 9 18 12 8
"6129" 16 29 19 18 19 32 24 22
"6130" 9 12 10 6 17 25 13 17
"6131" 43 42 22 46 57 62 46 56
"6132" 0 0 0 0 0 0 0 0
"6133" 0 0 0 0 0 0 0 0
"6134" 7 11 5 18 14 12 7 13
"6135" 9 22 11 11 15 19 11 23
"6136" 33 58 49 38 56 37 56 48
"6137" 2 4 6 9 3 11 7 4
"6138" 36 34 25 43 44 29 47 53
"6139" 15 10 13 14 11 19 16 18
"6140" 22 21 22 20 35 33 35 38
"6141" 0 2 1 0 0 3 0 0
"6142" 20 21 15 13 16 19 18 21
"6143" 37 36 32 43 40 67 60 55
"6144" 51 50 37 94 48 75 70 97
"6145" 8 12 10 18 14 21 15 14
"6146" 14 20 17 22 21 19 25 14
"6147" 4 7 2 5 6 3 3 7
"6148" 0 0 0 0 0 0 0 0
"6149" 10 6 8 14 8 21 12 10
"6150" 14 38 34 32 46 57 29 29
"6151" 3 5 4 6 2 2 7 4
"6152" 0 4 0 3 1 1 3 1
"6153" 0 0 0 0 0 0 0 0
"6154" 32 49 45 51 46 35 45 41
"6155" 0 0 0 0 0 0 0 0
"6156" 39 23 32 30 41 20 31 31
"6157" 2 2 1 4 5 3 5 5
"6158" 56 38 52 65 66 64 36 57
"6159" 0 0 0 0 0 0 0 0
"6160" 10 14 12 8 6 5 14 12
"6161" 14 10 17 14 12 15 15 13
"6162" 2 2 0 3 2 0 3 1
"6163" 7 3 4 3 34 10 17 15
"6164" 17 38 27 27 48 26 50 23
"6165" 0 0 0 0 0 0 0 0
"6166" 0 3 1 0 1 4 3 3
"6167" 0 0 1 1 3 3 2 0
"6168" 13 26 15 31 32 27 16 23
"6169" 31 33 27 27 34 42 33 41
"6170" 2 5 0 2 5 1 6 6
"6171" 3 6 6 5 8 11 4 10
"6172" 41 47 40 49 56 37 52 95
"6173" 0 0 0 0 0 0 0 0
"6174" 5 8 2 12 9 6 6 15
"6175" 5 9 4 2 10 5 3 4
"6176" 1 2 6 0 1 3 4 3
"6177" 18 43 28 38 27 28 53 35
"6178" 4 6 3 3 35 24 24 40
"6179" 2 4 3 6 6 7 2 5
"6180" 48 61 49 59 67 54 86 78
"6181" 0 0 0 0 0 0 0 0
"6182" 34 31 46 36 57 53 74 53
"6183" 1 2 3 4 4 5 6 3
"6184" 2 3 0 1 2 3 6 2
"6185" 26 21 14 21 21 24 26 38
"6186" 10 9 11 14 16 12 13 10
"6187" 15 33 24 23 38 33 18 27
"6188" 6 10 6 11 6 7 9 5
"6189" 0 0 0 0 0 0 0 0
"6190" 29 17 17 31 41 35 28 20
"6191" 17 16 17 20 17 16 24 19
"6192" 6 5 0 2 1 1 1 3
"6193" 8 5 3 6 10 13 14 9
"6194" 23 32 23 36 45 44 26 34
"6195" 21 15 11 17 15 31 19 22
"6196" 6 9 9 8 10 15 11 16
"6197" 0 0 0 0 0 0 0 0
"6198" 15 13 11 22 17 22 17 14
"6199" 0 0 0 0 0 0 0 0
"6200" 0 0 0 0 0 0 0 0
"6201" 36 52 46 51 80 55 63 75
"6202" 8 2 7 4 3 3 5 2
"6203" 4 8 7 13 13 11 11 10
"6204" 8 7 10 14 16 25 9 17
"6205" 6 13 17 9 11 12 22 7
"6206" 6 9 3 6 6 8 9 13
"6207" 3 2 3 2 2 8 1 3
"6208" 10 9 8 4 6 13 12 7
"6209" 6 9 2 4 7 6 2 8
"6210" 0 0 0 0 0 0 0 0
"6211" 23 23 7 17 20 40 20 25
"6212" 0 0 0 0 0 0 0 0
"6213" 0 0 0 0 0 0 0 0
"6214" 0 0 0 0 0 0 0 0
"6215" 0 0 0 0 0 0 0 0
"6216" 0 0 0 0 0 0 0 0
"6217" 16 6 13 17 32 17 12 8
"6218" 2 5 6 7 5 5 1 5
"6219" 9 23 16 21 26 15 14 31
"6220" 22 21 26 28 25 34 28 19
"6221" 30 24 18 20 30 28 22 35
"6222" 5 10 5 11 3 7 14 8
"6223" 8 6 4 9 7 7 13 7
"6224" 59 46 58 65 13 29 22 23
"6225" 13 6 16 9 27 12 15 20
"6226" 0 0 0 0 0 0 0 0
"6227" 10 10 3 11 10 6 5 11
"6228" 24 27 11 12 33 11 24 24
"6229" 3 4 2 4 3 0 4 0
"6230" 3 3 4 6 5 5 8 8
"6231" 26 30 21 39 19 48 42 41
"6232" 1 1 1 2 3 3 0 3
"6233" 0 0 0 0 0 0 0 0
"6234" 13 19 12 21 21 24 22 24
"6235" 0 0 0 0 0 0 0 0
"6236" 118 96 61 79 130 123 87 108
"6237" 0 0 0 0 0 0 0 0
"6238" 33 48 36 37 31 47 36 33
"6239" 14 20 22 21 25 34 29 30
"6240" 11 20 12 15 24 17 20 22
"6241" 20 34 11 13 26 25 19 20
"6242" 13 26 21 50 43 33 32 36
"6243" 12 20 11 13 18 23 28 34
"6244" 16 15 7 6 19 18 20 34
"6245" 0 0 0 0 0 0 0 0
"6246" 64 80 87 79 92 130 122 110
"6247" 4 3 6 3 11 4 7 5
"6248" 5 5 4 9 5 10 12 7
"6249" 8 11 11 8 13 8 8 11
"6250" 6 8 5 9 3 12 10 9
"6251" 6 4 3 2 3 5 3 8
"6252" 13 16 14 19 20 16 17 24
"6253" 6 3 2 10 7 5 2 4
"6254" 0 0 0 0 0 0 0 0
"6255" 4 3 2 1 1 2 1 6
"6256" 14 8 17 5 9 12 13 16
"6257" 4 4 3 10 5 7 11 9
"6258" 6 4 4 2 7 3 2 11
"6259" 1 6 4 2 0 2 8 7
"6260" 12 9 7 7 51 29 21 22
"6261" 6 2 1 9 10 8 8 3
"6262" 12 4 12 13 6 17 6 9
"6263" 8 16 17 16 22 30 18 24
"6264" 0 0 0 0 0 0 0 0
"6265" 11 4 14 23 14 22 34 16
"6266" 1 3 4 7 4 4 3 4
"6267" 0 0 0 0 0 0 0 0
"6268" 5 4 5 4 5 4 13 3
"6269" 8 14 12 9 13 10 15 19
"6270" 11 21 8 21 22 22 26 21
"6271" 19 22 13 27 28 27 27 18
"6272" 6 9 9 10 12 8 10 13
"6273" 27 22 21 37 54 64 29 47
"6274" 3 1 5 7 2 3 2 5
"6275" 0 7 9 6 7 7 6 7
"6276" 17 10 17 11 19 22 23 22
"6277" 3 3 3 5 4 3 7 8
"6278" 1 1 1 6 4 3 2 4
"6279" 27 15 8 21 19 22 18 22
"6280" 17 20 8 16 25 16 12 21
"6281" 0 0 0 0 0 0 0 0
"6282" 26 22 16 30 26 19 32 29
"6283" 0 0 0 0 0 0 0 0
"6284" 29 35 16 24 23 30 13 21
"6285" 14 5 6 17 7 3 1 3
"6286" 6 13 11 12 7 10 10 9
